,Product Name,Sale Price,Market Price,Discount Offered,Product Rating,No_of_rating,No_of_review,Product Specs,Category,Product Company
6251,"Note 14 5G (Phantom Purple, 128 GB)",17585,21999,20,4.4,762,46,"[""6 GB RAM | 128 GB ROM"", ""16.94 cm (6.67 inch) Display"", ""50MP Rear Camera"", ""5110 mAh Battery"", ""1 Year""]",Mobile,REDMI
6252,"F6 5G (Titanium, 256 GB)",22999,33999,32,4.3,11092,999,"[""8 GB RAM | 256 GB ROM"", ""16.94 cm (6.67 inch) Display"", ""50MP (OIS) + 8MP | 20MP Front Camera"", ""5000 mAh Battery"", ""8s Gen3 Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,POCO
6253,"12R (Iron Gray, 128 GB)",34990,39999,12,4.5,6643,432,"[""8 GB RAM | 128 GB ROM"", ""17.22 cm (6.78 inch) Display"", ""50MP Rear Camera"", ""5500 mAh Battery"", ""1 Year Brand Warranty""]",Mobile,OnePlus
6254,"M6 Plus 5G (Graphite Black, 128 GB)",12499,17999,30,4.2,6263,430,"[""8 GB RAM | 128 GB ROM | Expandable Upto 1 TB"", ""17.25 cm (6.79 inch) Full HD+ Display"", ""108MP + 2MP | 13MP Front Camera"", ""5030 mAh Battery"", ""Snapdragon 4 Gen2 AE Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,POCO
6255,"12R (Iron Grey, 256 GB)",41099,45999,10,4.5,4194,267,"[""16 GB RAM | 256 GB ROM"", ""17.22 cm (6.78 inch) Display"", ""50MP Rear Camera"", ""5500 mAh Battery"", ""1 Year Brand Warranty""]",Mobile,OnePlus
6256,"Pixel 7 (Snow, 128 GB)",31999,59999,46,4.3,18120,2015,"[""8 GB RAM | 128 GB ROM"", ""16.0 cm (6.3 inch) Full HD+ Display"", ""50MP + 12MP | 10.8MP Front Camera"", ""4270 mAh Battery"", ""Google Tensor G2 Processor"", ""NA""]",Mobile,Google
6257,"Note-13 Pro 5G (Scarlet Red, 256 GB)",20399,30999,34,4.4,204,14,"[""8 GB RAM | 256 GB ROM"", ""16.94 cm (6.67 inch) Display"", ""200MP (OIS) + 8MP + 2MP | 16MP Front Camera"", ""5100 mAh Battery"", ""7s Gen 2 Mobile Platform 5G Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,REDMI
6258,"Narzo N65 5G (AMBER GOLD, 128 GB)",11800,15999,26,4.2,140,8,"[""8 GB RAM | 128 GB ROM"", ""16.94 cm (6.67 inch) Display"", ""50MP Rear Camera"", ""5000 mAh Battery"", ""1 Year""]",Mobile,realme
6259,"Nord CE4 lite 5G (MEGA BLUE, 128 GB)",17249,20999,17,4.4,12235,598,"[""8 GB RAM | 128 GB ROM"", ""16.94 cm (6.67 inch) Display"", ""50MP Rear Camera"", ""5500 mAh Battery"", ""1 year""]",Mobile,OnePlus
6260,"Phone (2a) 5G (Black, 256 GB)",25999,29999,13,4.4,13523,1087,"[""12 GB RAM | 256 GB ROM"", ""17.02 cm (6.7 inch) Full HD+ Display"", ""50MP (OIS) + 50MP | 32MP Front Camera"", ""5000 mAh Battery"", ""Dimensity 7200 Pro Processor"", ""1 Year Manufacturing Warranty""]",Mobile,Nothing
6261,"M7 Pro 5G (Olive Twilight, 256 GB)",15999,20999,23,4.3,2115,333,"[""8 GB RAM | 256 GB ROM"", ""16.94 cm (6.67 inch) Full HD+ Display"", ""50MP + 2MP | 20MP Front Camera"", ""5110 mAh Battery"", ""Dimensity 7025 Ultra Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,POCO
6262,"Y300 5G (Phantom Purple, 256 GB)",23999,28999,17,4.4,1487,92,"[""8 GB RAM | 256 GB ROM | Expandable Upto 2 TB"", ""16.94 cm (6.67 inch) Display"", ""50MP + 2MP | 32MP Front Camera"", ""5000 mAh Battery"", ""4 Gen 2 Processor"", ""1 Year Warranty on Handset and 6 Months on Inbox Accessories""]",Mobile,vivo
6263,"Y300 5G (Phantom Purple, 128 GB)",21999,26999,18,4.4,1487,92,"[""8 GB RAM | 128 GB ROM | Expandable Upto 2 TB"", ""16.94 cm (6.67 inch) Display"", ""50MP + 2MP | 32MP Front Camera"", ""5000 mAh Battery"", ""4 Gen 2 Processor"", ""1 Year Warranty on Handset and 6 Months on Inbox Accessories""]",Mobile,vivo
6264,"Galaxy F55 5G (Raisin Black, 256 GB)",23999,34999,31,4.0,533,57,"[""12 GB RAM | 256 GB ROM | Expandable Upto 1 TB"", ""17.02 cm (6.7 inch) Full HD+ Display"", ""50MP + 8MP + 2MP | 50MP Front Camera"", ""5000 mAh Battery"", ""7 Gen 1 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories""]",Mobile,SAMSUNG
6265,"14 CIVI (Shadow Black, 256 GB)",39999,54999,27,4.3,1250,157,"[""8 GB RAM | 256 GB ROM"", ""16.64 cm (6.55 inch) Display"", ""50MP Rear Camera | 32MP + 32MP Dual Front Camera"", ""4700 mAh Battery"", ""8s Gen 3 Mobile Platform Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,Xiaomi
6266,"A3 (Olive Green, 128 GB)",8490,10999,22,4.2,1709,71,"[""4 GB RAM | 128 GB ROM | Expandable Upto 1 TB"", ""17.04 cm (6.71 inch) HD+ Display"", ""8MP Rear Camera | 5MP Front Camera"", ""5000 mAh Battery"", ""Mediatek Helio G36 Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,REDMI
6267,"Nord CE4 lite 5G (ULTRA ORANGE, 256 GB)",21499,23999,10,4.4,12235,598,"[""8 GB RAM | 256 GB ROM"", ""16.94 cm (6.67 inch) Display"", ""50MP Rear Camera"", ""5500 mAh Battery"", ""1 year""]",Mobile,OnePlus
6268,"Phone (2a) 5G (Blue, 128 GB)",21999,25999,15,4.4,86319,7173,"[""8 GB RAM | 128 GB ROM"", ""17.02 cm (6.7 inch) Full HD+ Display"", ""50MP (OIS) + 50MP | 32MP Front Camera"", ""5000 mAh Battery"", ""Dimensity 7200 Pro Processor"", ""1 Year Manufacturing Warranty""]",Mobile,Nothing
6269,Guru 1200,997,2000,50,3.4,1374,76,"[""4 MB RAM | 10 MB ROM"", ""3.86 cm (1.52 inch) Display"", ""800 mAh Battery"", ""NA""]",Mobile,SAMSUNG
6270,"Note 13 5G (Prism Gold, 256 GB)",17663,24999,29,4.2,6512,408,"[""12 GB RAM | 256 GB ROM"", ""16.94 cm (6.67 inch) Display"", ""108MP Rear Camera"", ""5000 mAh Battery"", ""1 Year Brand Warranty""]",Mobile,REDMI
6271,"Galaxy A05 (Black, 64 GB)",9999,12499,20,4.4,433,24,"[""4 GB RAM | 64 GB ROM | Expandable Upto 1 TB"", ""17.12 cm (6.74 inch) HD+ Display"", ""50MP + 2MP | 8MP Front Camera"", ""5000 mAh Battery"", ""Helio G85 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,SAMSUNG
6272,"iPhone 15 Plus (Green, 128 GB)",68999,79900,13,4.6,42207,2393,"[""128 GB ROM"", ""17.02 cm (6.7 inch) Super Retina XDR Display"", ""48MP + 12MP | 12MP Front Camera"", ""A16 Bionic Chip, 6 Core Processor Processor"", ""1 year warranty for phone and 1 year warranty for in Box Accessories.""]",Mobile,Apple
6273,"C63 5G (Forest Green, 128 GB)",11889,14999,20,4.5,3053,105,"[""8 GB RAM | 128 GB ROM | Expandable Upto 2 TB"", ""16.94 cm (6.67 inch) HD+ Display"", ""32MP Rear Camera | 8MP Front Camera"", ""5000 mAh Battery"", ""Dimensity 6300 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,realme
6274,"Z9S PRO 5G (Luxe Marble, 256 GB)",32990,33999,2,4.5,306,25,"[""12 GB RAM | 256 GB ROM"", ""17.2 cm (6.77 inch) Display"", ""50MP Rear Camera"", ""5500 mAh Battery"", ""1 YEAR""]",Mobile,IQOO
6275,"C65 5G (Glowing Black, 128 GB)",11499,15999,28,4.3,12145,503,"[""6 GB RAM | 128 GB ROM | Expandable Upto 2 TB"", ""16.94 cm (6.67 inch) HD+ Display"", ""50MP Rear Camera | 8MP Front Camera"", ""5000 mAh Battery"", ""Dimensity 6300 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,realme
6276,"14C 5G (Starlight Blue, 64 GB)",9835,12999,24,4.1,462,30,"[""4 GB RAM | 64 GB ROM | Expandable Upto 1 TB"", ""17.48 cm (6.88 inch) HD+ Display"", ""50MP Rear Camera | 8MP Front Camera"", ""5160 mAh Battery"", ""4 Gen 2 5G Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,REDMI
6277,"Galaxy S23 5G (Cream, 256 GB)",41999,95999,56,4.6,73809,5115,"[""8 GB RAM | 256 GB ROM"", ""15.49 cm (6.1 inch) Full HD+ Display"", ""50MP + 10MP + 12MP | 12MP Front Camera"", ""3900 mAh Lithium Ion Battery"", ""Qualcomm Snapdragon 8 Gen 2 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories""]",Mobile,SAMSUNG
6278,"14C 5G (Stardust Purple, 64 GB)",9830,12999,24,4.1,462,30,"[""4 GB RAM | 64 GB ROM | Expandable Upto 1 TB"", ""17.48 cm (6.88 inch) HD+ Display"", ""50MP Rear Camera | 8MP Front Camera"", ""5160 mAh Battery"", ""4 Gen 2 5G Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,REDMI
6279,"A3 Pro 5G (Moonlight Purple, 128 GB)",18000,21999,18,4.3,1832,76,"[""8 GB RAM | 128 GB ROM | Expandable Upto 1 TB"", ""16.94 cm (6.67 inch) Full HD Display"", ""50MP + 50MP + 2MP | 13MP Dual Front Camera"", ""5100 mAh Battery"", ""Dimensity 6300 5G Mobile Platform Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,OPPO
6280,"Narzo N65 5G (Deep Green, 128 GB)",10799,13999,22,4.3,811,38,"[""4 GB RAM | 128 GB ROM"", ""16.94 cm (6.67 inch) Display"", ""50MP Rear Camera"", ""5000 mAh Battery"", ""1 Year""]",Mobile,realme
6281,"Galaxy S23 5G (Cream, 128 GB)",39999,89999,55,4.6,73809,5115,"[""8 GB RAM | 128 GB ROM"", ""15.49 cm (6.1 inch) Full HD+ Display"", ""50MP + 10MP + 12MP | 12MP Front Camera"", ""3900 mAh Lithium Ion Battery"", ""Qualcomm Snapdragon 8 Gen 2 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories""]",Mobile,SAMSUNG
6282,"Nord 3 5G (Misty Green, 128 GB)",21990,33999,35,4.3,15554,1243,"[""8 GB RAM | 128 GB ROM"", ""17.12 cm (6.74 inch) Display"", ""50MP Rear Camera"", ""5000 mAh Battery"", ""Domestic 1 Year of Device & 6 Months for In-Box Accessories""]",Mobile,OnePlus
6283,"A3 (Olive Green, 128 GB)",8799,11999,26,4.1,5499,277,"[""6 GB RAM | 128 GB ROM | Expandable Upto 1 TB"", ""17.04 cm (6.71 inch) HD+ Display"", ""8MP Rear Camera | 5MP Front Camera"", ""5000 mAh Battery"", ""Mediatek Helio G36 Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,REDMI
6284,"C65 (Pastel Green, 256 GB)",10999,13499,18,4.2,12695,711,"[""8 GB RAM | 256 GB ROM | Expandable Upto 1 TB"", ""17.12 cm (6.74 inch) HD+ Display"", ""50MP + AI Lens + 2MP | 8MP Front Camera"", ""5000 mAh Battery"", ""Helio G85 Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories""]",Mobile,POCO
6285,"V30 Pro 5G (Andaman Blue, 256 GB)",34999,46999,25,4.5,6351,787,"[""8 GB RAM | 256 GB ROM"", ""17.22 cm (6.78 inch) Full HD+ Display"", ""50MP + 50MP + 50MP | 50MP Front Camera"", ""5000 mAh Battery"", ""Dimensity 8200 5G Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,vivo
6286,"iPhone 16 Pro Max (Natural Titanium, 512 GB)",155900,164900,5,4.6,569,43,"[""512 GB ROM"", ""17.53 cm (6.9 inch) Super Retina XDR Display"", ""48MP + 48MP + 12MP | 12MP Front Camera"", ""A18 Pro Chip, 6 Core Processor Processor"", ""1 year warranty for phone and 1 year warranty for in Box Accessories.""]",Mobile,Apple
6287,"Note 13 5G (Prism Gold, 128 GB)",17797,20999,15,4.2,28586,1673,"[""6 GB RAM | 128 GB ROM"", ""16.94 cm (6.67 inch) Display"", ""108MP Rear Camera"", ""5000 mAh Battery"", ""1 Year Brand Warranty""]",Mobile,REDMI
6288,"Note 14 Pro 5G (Ivy Green, 256 GB)",26999,30999,12,4.4,1901,164,"[""8 GB RAM | 256 GB ROM"", ""16.94 cm (6.67 inch) Display"", ""50MP + 8MP + 2MP | 20MP Front Camera"", ""5500 mAh Battery"", ""Dimensity 7300 Ultra Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,REDMI
6289,"Y16 (Steller Black, 64 GB)",10999,13999,21,4.2,3279,163,"[""3 GB RAM | 64 GB ROM | Expandable Upto 1 TB"", ""16.54 cm (6.51 inch) HD+ Display"", ""13MP + 2MP | 5MP Front Camera"", ""5000 mAh Lithium Battery"", ""Mediatek Helio P35 Processor"", ""1 Year of Device & 6 Months for In-Box Accessories""]",Mobile,vivo
6290,"12 Pro+ 5G (Explorer Red, 256 GB)",23999,37999,36,4.5,13821,1300,"[""12 GB RAM | 256 GB ROM"", ""17.02 cm (6.7 inch) Full HD+ Display"", ""50MP + 8MP + 64MP | 32MP Front Camera"", ""5000 mAh Battery"", ""Snapdragon 7s Gen 2 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,realme
6291,"Galaxy S25 Ultra 5G (Titanium Black, 512 GB)",141999,10999,22,4.7,1072,140,"[""12 GB RAM | 512 GB ROM"", ""17.53 cm (6.9 inch) Quad HD+ Display"", ""200MP + 50MP + 50MP + 10MP | 12MP Front Camera"", ""5000 mAh Battery"", ""8 Elite for Galaxy Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories""]",Mobile,SAMSUNG
6292,"12 Pro+ 5G (Navigator Beige, 256 GB)",23999,37999,36,4.5,13821,1300,"[""12 GB RAM | 256 GB ROM"", ""17.02 cm (6.7 inch) Full HD+ Display"", ""50MP + 8MP + 64MP | 32MP Front Camera"", ""5000 mAh Battery"", ""Snapdragon 7s Gen 2 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,realme
6293,"Nord 3 5G (Tempest Gray, 128 GB)",22975,33999,32,4.3,15554,1243,"[""8 GB RAM | 128 GB ROM"", ""17.12 cm (6.74 inch) Full HD+ Display"", ""50MP Rear Camera"", ""5000 mAh Battery"", ""Domestic 1 Year of Device & 6 Months for In-Box Accessories""]",Mobile,OnePlus
6294,"g04s (Sea Green, 64 GB)",7299,9999,27,4.2,28329,1609,"[""4 GB RAM | 64 GB ROM | Expandable Upto 1 TB"", ""16.76 cm (6.6 inch) HD+ Display"", ""50MP Rear Camera | 5MP Front Camera"", ""5000 mAh Battery"", ""T606 Processor"", ""1 Year on Handset and 6 Months on Accessories""]",Mobile,Motorola
6295,Guru1200,1100,1800,38,3.2,210,14,"[""10 MB RAM | 10 MB ROM"", ""4.57 cm (1.8 inch) Display"", ""800 mAh Battery"", ""1 year seller domestic warranty""]",Mobile,SAMSUNG
6296,"HOT 40i (Starlit Black, 256 GB)",9999,10999,9,4.1,22071,1311,"[""8 GB RAM | 256 GB ROM | Expandable Upto 2 TB"", ""16.76 cm (6.6 inch) HD+ Display"", ""50MP + AI Lens | 32MP Front Camera"", ""5000 mAh Battery"", ""Unisoc T606 Processor"", ""1 Year on Handset and 6 Months on Accessories""]",Mobile,Infinix
6297,"Note 14 Pro 5G (Phantom Purple, 128 GB)",24999,28999,13,4.4,1901,164,"[""8 GB RAM | 128 GB ROM"", ""16.94 cm (6.67 inch) Display"", ""50MP + 8MP + 2MP | 20MP Front Camera"", ""5500 mAh Battery"", ""Dimensity 7300 Ultra Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,REDMI
6298,"HOT 40i (Horizon Gold, 256 GB)",9999,10999,9,4.1,22071,1311,"[""8 GB RAM | 256 GB ROM | Expandable Upto 2 TB"", ""16.76 cm (6.6 inch) HD+ Display"", ""50MP + AI Lens | 32MP Front Camera"", ""5000 mAh Battery"", ""Unisoc T606 Processor"", ""1 Year on Handset and 6 Months on Accessories""]",Mobile,Infinix
6299,"X7 Pro 5G (Nebula Green, 256 GB)",27999,33999,17,4.4,1753,283,"[""12 GB RAM | 256 GB ROM"", ""16.94 cm (6.67 inch) Display"", ""50MP + 8MP | 20MP Front Camera"", ""6550 mAh Battery"", ""Dimensity D8400 Ultra Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,POCO
6300,"13 5G (Speed Green, 128 GB)",17999,21999,18,4.3,813,43,"[""8 GB RAM | 128 GB ROM | Expandable Upto 2 TB"", ""17.07 cm (6.72 inch) Full HD+ Display"", ""50MP + 2MP | 16MP Front Camera"", ""5000 mAh Battery"", ""Dimensity 6300 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,realme
6301,"M7 5G (Satin Black, 128 GB)",10499,12999,19,4.6,34,1,"[""6 GB RAM | 128 GB ROM | Expandable Upto 1 TB"", ""17.48 cm (6.88 inch) HD+ Display"", ""50MP Rear Camera | 8MP Front Camera"", ""5160 mAh Battery"", ""4 Gen 2 5G Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,POCO
6302,"M6 5G (Orion Blue, 128 GB)",10499,12999,19,4.2,139210,6969,"[""4 GB RAM | 128 GB ROM | Expandable Upto 1 TB"", ""17.12 cm (6.74 inch) HD+ Display"", ""50MP Rear Camera | 5MP Front Camera"", ""5000 mAh Battery"", ""Mediatek Dimensity 6100+ Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,POCO
6303,"C63 5G (Starry Gold, 128 GB)",11595,13999,17,4.5,15044,441,"[""6 GB RAM | 128 GB ROM | Expandable Upto 2 TB"", ""16.94 cm (6.67 inch) HD+ Display"", ""32MP Rear Camera | 8MP Front Camera"", ""5000 mAh Battery"", ""Dimensity 6300 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,realme
6304,"iPhone 16 Pro Max (Natural Titanium, 256 GB)",135900,144900,6,4.6,569,43,"[""256 GB ROM"", ""17.53 cm (6.9 inch) Super Retina XDR Display"", ""48MP + 48MP + 12MP | 12MP Front Camera"", ""A18 Pro Chip, 6 Core Processor Processor"", ""1 year warranty for phone and 1 year warranty for in Box Accessories.""]",Mobile,Apple
6305,"X7 Pro 5G (Nebula Green, 256 GB)",25999,31999,18,4.3,3136,625,"[""8 GB RAM | 256 GB ROM"", ""16.94 cm (6.67 inch) Display"", ""50MP + 8MP | 20MP Front Camera"", ""6550 mAh Battery"", ""Dimensity D8400 Ultra Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,POCO
6306,"iPhone 16 Pro (Natural Titanium, 1 TB)",162900,169900,4,4.7,1165,67,"[""1 TB ROM"", ""16.0 cm (6.3 inch) Super Retina XDR Display"", ""48MP + 48MP + 12MP | 12MP Front Camera"", ""A18 Pro Chip, 6 Core Processor Processor"", ""1 year warranty for phone and 1 year warranty for in Box Accessories.""]",Mobile,Apple
6307,"Z6 Lite 5G (Without Charger) (Mystic Night, 128 GB)",12900,19999,35,4.2,2235,130,"[""6 GB RAM | 128 GB ROM"", ""16.97 cm (6.68 inch) Display"", ""50MP Rear Camera"", ""5000 mAh Battery"", ""1 Year""]",Mobile,IQOO
6308,"Note 13 5G (Stealth Black, 256 GB)",17296,22999,24,4.2,16590,979,"[""8 GB RAM | 256 GB ROM"", ""16.94 cm (6.67 inch) Display"", ""108MP Rear Camera"", ""5000 mAh Battery"", ""1 Year Brand Warranty""]",Mobile,REDMI
6309,"12 Pro+ 5G (Navigator Beige, 256 GB)",22999,35999,36,4.4,26199,3069,"[""8 GB RAM | 256 GB ROM"", ""17.02 cm (6.7 inch) Full HD+ Display"", ""50MP + 8MP + 64MP | 32MP Front Camera"", ""5000 mAh Battery"", ""Snapdragon 7s Gen 2 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,realme
6310,"M6 5G (Galactic Black, 128 GB)",10499,13999,25,4.3,48349,2481,"[""6 GB RAM | 128 GB ROM | Expandable Upto 1 TB"", ""17.12 cm (6.74 inch) HD+ Display"", ""50MP Rear Camera | 5MP Front Camera"", ""5000 mAh Battery"", ""Mediatek Dimensity 6100+ Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,POCO
6311,"Galaxy S25 Ultra 5G (Titanium Whitesilver, 512 GB)",141999,9999,40,4.7,1072,140,"[""12 GB RAM | 512 GB ROM"", ""17.53 cm (6.9 inch) Quad HD+ Display"", ""200MP + 50MP + 50MP + 10MP | 12MP Front Camera"", ""5000 mAh Battery"", ""8 Elite for Galaxy Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories""]",Mobile,SAMSUNG
6312,"e13 (Aurora Green, 64 GB)",5999,17999,30,4.0,11821,916,"[""2 GB RAM | 64 GB ROM | Expandable Upto 1 TB"", ""16.51 cm (6.5 inch) HD+ Display"", ""13MP Rear Camera | 5MP Front Camera"", ""5000 mAh Battery"", ""Unisoc T606 Processor"", ""1 Year on Handset and 6 Months on Accessories""]",Mobile,Motorola
6313,"Galaxy S25 Ultra 5G (Titanium Whitesilver, 256 GB)",129999,17990,19,4.7,1072,140,"[""12 GB RAM | 256 GB ROM"", ""17.53 cm (6.9 inch) Quad HD+ Display"", ""200MP + 50MP + 50MP + 10MP | 12MP Front Camera"", ""5000 mAh Battery"", ""8 Elite for Galaxy Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories""]",Mobile,SAMSUNG
6314,"Z9S PRO 5G (Flamboyant Orange, 256 GB)",27740,33999,18,4.5,306,25,"[""12 GB RAM | 256 GB ROM"", ""17.2 cm (6.77 inch) Display"", ""50MP Rear Camera"", ""5500 mAh Battery"", ""1 YEAR""]",Mobile,IQOO
6315,"C65 (Pastel Blue, 128 GB)",9499,11999,20,4.3,29305,1427,"[""6 GB RAM | 128 GB ROM | Expandable Upto 1 TB"", ""17.12 cm (6.74 inch) HD+ Display"", ""50MP + AI Lens + 2MP | 8MP Front Camera"", ""5000 mAh Battery"", ""Helio G85 Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories""]",Mobile,POCO
6316,"iPhone 15 Plus (Pink, 128 GB)",68999,79900,13,4.6,42207,2393,"[""128 GB ROM"", ""17.02 cm (6.7 inch) Super Retina XDR Display"", ""48MP + 12MP | 12MP Front Camera"", ""A16 Bionic Chip, 6 Core Processor Processor"", ""1 year warranty for phone and 1 year warranty for in Box Accessories.""]",Mobile,Apple
6317,"Note 13 Pro 5G (Coral Purple, 256 GB)",18551,30999,40,4.3,35046,2783,"[""8 GB RAM | 256 GB ROM"", ""16.94 cm (6.67 inch) Display"", ""200MP (OIS) + 8MP + 2MP | 16MP Front Camera"", ""5100 mAh Battery"", ""7s Gen 2 Mobile Platform 5G Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,REDMI
6318,"V30 Pro 5G (Classic Black, 256 GB)",34999,46999,25,4.5,6351,787,"[""8 GB RAM | 256 GB ROM"", ""17.22 cm (6.78 inch) Full HD+ Display"", ""50MP + 50MP + 50MP | 50MP Front Camera"", ""5000 mAh Battery"", ""Dimensity 8200 5G Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,vivo
6319,"Pixel 8 (Obsidian, 128 GB)",47999,75999,36,4.4,17531,1378,"[""8 GB RAM | 128 GB ROM"", ""15.75 cm (6.2 inch) Full HD+ Display"", ""50MP + 12MP | 10.5MP Front Camera"", ""4575 mAh Battery"", ""Tensor G3 Processor"", ""1 Year Domestic Warranty""]",Mobile,Google
6320,"14 CIVI (Shadow Black, 512 GB)",43999,59999,26,4.3,556,50,"[""12 GB RAM | 512 GB ROM"", ""16.64 cm (6.55 inch) Display"", ""50MP Rear Camera | 32MP + 32MP Dual Front Camera"", ""4700 mAh Battery"", ""8s Gen 3 Mobile Platform Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,Xiaomi
